"review.tm","Unnamed..0","drugName","condition","review","rating","date","usefulCount","score","positive","negative"
"started taking ocella due complications ruptured ovarian cyst im th day taking still period ive getting chest pain rapid heart beats absolutely sex drive experiencing worst migraines life will recommend pill anyone",6274,"Ocella","Birth Control","""I started taking Ocella due to complications with a ruptured ovarian cyst. I&#039;m on my 10th day of taking it and I still have my period. I&#039;ve been getting chest pain and rapid heart beats, I have absolutely no sex drive and I have been experiencing the worst migraines of my life. I will not recommend this pill to anyone.""",1,"August 9, 2017",2,0,2,2
"started taking pill everything else gave cystic acne first loved pill besides fact gave terrible mood swings sex drive tolerated part seemed like losing lbs increasing bra size happy year started going thru periods seemed like depression lasting months longest years id gained lbs months without lifestyle change nothing help lose weight finally decided stop taking month ago already lost lbs x happier sex drive back didnt get pregnant worth longterm side effects",6279,"Ocella","Birth Control","""I started taking this pill because everything else gave me cystic acne. At first, I loved this pill, besides the fact that it gave me terrible mood swings and no sex drive. I tolerated that part because it seemed like I was losing lbs and increasing bra size which I was happy about. But about a year into it I started going thru periods of what seemed like depression, lasting about 3 months at the longest. 2 years into it, I&#039;d gained about 10 lbs in 3 months (without any lifestyle change) and NOTHING I did would help me lose the weight. Finally I decided to stop taking it 1 month ago and I already lost 5 lbs, am 10x happier, and my sex drive is back. Didn&#039;t get pregnant, but not worth the long-term side effects.""",4,"April 18, 2017",2,2,7,5
"started taking pill ive relationship awhile wanted safe decided start sex ive now four months experience terrible first three months severe stomach pain led loss appetite decrease lbs mean great lost weight wasnt healthy body go also continue experience fatigue little motivation exhausted slightest amount activity also feel sad constantly cry almost every day mood swings caused strain relationship",37788,"Reclipsen","Birth Control","""I started taking this pill because I&#039;ve been in a relationship for awhile and wanted to be safe once we decided to start having sex. I&#039;ve now been on it for four months and my experience has been terrible. For the first three months I had severe stomach pain which led to a loss of appetite and a decrease of 15lbs. I mean it&#039;s great that I lost some weight but it wasn&#039;t healthy for my body to go through that. I also continue to experience fatigue. I have little motivation because I am exhausted from the slightest amount of activity. I also feel very sad constantly. I cry almost every day and my mood swings have caused strain on my relationship.""",4,"October 19, 2015",5,-6,4,10
"started taking reclipsen four months ago first everything fine periods became regular tolerable oiliness skin went however month ago started experiencing horrible mood swings already depression anxiety greatly exacerbated issue started snapping people crying suicidal thoughts went doctor mood stabilizers almost impossible find one didnt react reclipsen ruined numerous relationships time stopped taking within one day felt calmer im definitely taking will looking iud",37815,"Reclipsen","Birth Control","""So I started taking Reclipsen about four months ago. At first, everything was fine. My periods became regular and tolerable and the oiliness of my skin went down. However, about a month ago, I started experiencing horrible mood swings. I already had depression and anxiety but this greatly exacerbated the issue. I started snapping at people, crying, and having suicidal thoughts. I went to a doctor for mood stabilizers and it was almost impossible to find one that didn&#039;t react with the Reclipsen. I ruined numerous relationships during that time. I stopped taking it and within one day I felt calmer. I&#039;m definitely not taking it again and will be looking at an IUD.""",4,"April 19, 2017",6,-5,2,7
"started taking years old now almost ordinary antibiotics werent helping acne problems unpredictable periods often skipping every several months reason painful cramps period lasting whole days now clear face regular lightmedium period lasting days cramps sexually active never im sure effective actual birth controlwise sex drive much lower may end finding new brand get married later year side effect alone",6403,"Ocella","Birth Control","""I started taking this when I was 17 years old (now almost 22) and ordinary antibiotics weren&#039;t helping my acne problems. Before, I had unpredictable periods (often skipping once every several months for no reason), painful cramps, and a period lasting up to 7 whole days. Now I have a 99% clear face, a regular light-medium period lasting 4-5 days and NO cramps! I am not sexually active (never have been), so I&#039;m not sure how effective it is for me actual birth control-wise, but my sex drive is much lower. I may end up finding a new brand once I get married later this year because of this side effect alone.""",9,"April 21, 2015",7,0,3,3
"started yasmin switched ocella released issues helped cramps shortened period day helped clear skin gained weight eating healthy stayed active stopped taking months surgery got pregnant back now never moodiness helped time month migraines get recommend anyone fyi started now",6441,"Ocella","Birth Control","""I started on Yasmin, then switched to Ocella when it was released. I had no issues with it. It helped my cramps, shortened my period by 2 day, and helped clear out my skin. I gained no weight (but was eating very healthy and stayed active). I stopped taking it for 2 months to have a surgery, got pregnant, and am back on it now. I have never had any moodiness, and it has helped with my time of the month migraines I would get. I would recommend this to anyone. FYI, I started on this when I was 24 and am now 27.""",10,"May 21, 2010",6,6,7,1
"started yaz yasmin losing hair ever since suddenly switched ocella warning experienced beautiful skin day periods hair loss stop tested pcos thats negative experienced nausea headaches definitely decrease sex drive pms always terrible hasnt changed either way asked doctor hair loss told birth control unfortunately lost job insurance without birth control months time hair started grow back now back ocella hair still growing back yrs old taking ocella since came im fan",6410,"Ocella","Birth Control","""I started out on Yaz and Yasmin. I have been losing my hair ever since. Suddenly I was switched to Ocella with no warning. I experienced the most beautiful skin and 2 day periods, but the hair loss did not stop. I was tested for PCOS but that&#039;s a negative. I have not experienced nausea, headaches, and definitely no decrease in sex drive. My PMS has always been terrible and that hasn&#039;t changed either way. I asked my doctor about the hair loss and was told that it could not be the birth control. Unfortunately I lost my job and my insurance. I was without birth control for 4 months. During that time my hair started to grow back. I am now back on Ocella and my hair is still growing back. I am 30 yrs old, I have been taking Ocella since it came out. I&#039;m a fan.""",10,"March 25, 2012",6,-8,1,9
"switch caziant first month fine sudden im always angry although dont break normally acne cheeks like ive seen people think might yeast bacteria infection never",37773,"Reclipsen","Birth Control","""So I had to switch from Caziant to this and the first month was fine but all of a sudden I&#039;m always angry and although I don&#039;t break out normally I have acne all over my cheeks and like I&#039;ve seen with other people I think I might have a yeast or bacteria infection, which I have never had before.""",5,"June 21, 2014",3,-1,2,3
"switched gianvi months ago taking yaz year first everything okay weeks felt depressed tired hungry time motivate anything depressed kind person also headaches high blood pressure stomach cramps",111981,"Gianvi","Birth Control","""I switched to Gianvi about 3 months ago (after taking YAZ for a year). At first everything was okay, but after a few weeks, I felt more and more depressed, tired and hungry - all the time! I cannot motivate myself to do anything, and I am not a depressed kind of person. I also had headaches, high blood pressure and stomach cramps. """,1,"October 22, 2010",2,-4,0,4
"switched reclipsen zovia years getting outrageous hormonal acne almost months skin cleared right wasnt getting pimples period actually liked skin amazing however constantly bloated huge belly nothing amount ate drank worked stopped taking reclipsen couldnt handle bloated belly clear skin just wasnt worth im still looking perfect bc pill let search continue",37796,"Reclipsen","Birth Control","""I switched to Reclipsen from Zovia after 7 years because I was getting outrageous hormonal acne. I was on it for almost 2 months, and my skin cleared right up. I wasn&#039;t getting pimples before my period, and I actually liked my skin again, it was amazing! However, I was CONSTANTLY bloated. I had a huge belly and it had nothing to do with the amount I ate, drank, or worked out. I stopped taking Reclipsen because I couldn&#039;t handle the bloated belly; Clear skin just wasn&#039;t worth it. I&#039;m still looking for that perfect BC pill. Let the search continue....""",7,"July 24, 2015",1,5,8,3
"taken gianvi four years now started birth control reason cleared face within months didnt feel anxiety anything mood sex drive without taken gianvi tried vestura vestura affected badly terrible mood swings felt terrible days taking afterwards went back gianvi things got back normal",111817,"Gianvi","Birth Control","""I have taken Gianvi for about four years now, started it for birth control reason, it cleared my face within months, I didn&#039;t feel any anxiety or anything that has to do with my mood, my sex drive has been the same with or without. Once I was taken out of Gianvi, and tried Vestura, Vestura affected me badly! I had terrible mood swings, felt terrible for those days taking it, afterwards I went back to Gianvi and things got back to normal.""",10,"March 2, 2015",5,-3,1,4
"taken pill two years now originally put polyp polyp decreased dramatically side effects minus minor spotting mood increased dramatically right period used really bad cramps get period however practically nonexistent now",6684,"Beyaz","Birth Control","""I have taken this pill for two years now.  I was originally put on it, because of a polyp.  The polyp decreased dramatically.  I have had no side effects minus minor spotting.  My mood has increased dramatically right before and during my period.  I used to have really bad cramps when I would get my period; however, that is practically non-existent now.""",10,"September 18, 2013",11,-1,1,2
"taking bc months great last month started getting headaches quick heartbeats lose sleep gained weight right areas plus cant put headaches im tired time total loss sex drive weird think sex time made cry serious emotional outbreaks switched azurette will see",37840,"Reclipsen","Birth Control","""I have been taking this BC for about 4 months, it was great until the last month when I started getting headaches, quick heartbeats, lose of sleep. I gained weight in all the right areas so that was a plus. But I can&#039;t put up with the headaches, I&#039;m tired all the time and total loss in sex drive (which is weird because I think about sex all the time). Made me cry here and there but no serious emotional outbreaks. I switched to Azurette so we will see.""",7,"June 2, 2016",3,-4,3,7
"taking little month now satisfied yet alot spotting happening get cramps something trying get still causes take pain medication also worst acne ever whole life never badly months nothing changed will done product onto another wedding week sad say pill caused skin look like much flawless skin day honeymoon",43694,"LoSeasonique","Birth Control","""I have been taking this for a little over a month now. Not satisfied yet. I have had ALOT of spotting happening, I get cramps (of which was something I was trying to NOT get) which still causes me to take my pain medication, I also have had the worst acne I have ever had in my whole life. I have never had it this badly. If after 3 months nothing has changed. I will be done with this product and onto another. I have a wedding in a week and am sad to say this pill caused my skin to look like this. So much for flawless skin on my day and honeymoon.""",3,"September 27, 2011",2,-1,3,4
"taking loseasonique years never problems lately due new job bad taking pill time every day causing lot spotting fault noticed decrease sex drive otherwise never problem years",43620,"LoSeasonique","Birth Control","""I have been taking LoSeasonique for years. I have never had problems with it until lately. Due to my new job I have been bad at taking the pill the same time every day which is causing a lot of spotting, which is my fault. But I have noticed a decrease in sex drive. Otherwise I have never had a problem with this for 5 years.""",9,"August 5, 2014",3,-4,0,4
"taking months doctor said take skip last row pills st packs will period every months can tell case spotting irregularly ever since started taking sometimes day sometimes seems like weeks sometimes heavier normal asking changed something else",5307,"Cryselle","Birth Control","""I have been taking this for 3 months. My doctor said I could take it and skip the last row of pills in the 1st 2 packs so that I will only have a period every 3 months. I can tell you that has not been the case. I have been spotting irregularly ever since I started taking it. Sometimes it&#039;s for 3-4 day sometimes it seems like it is for 2-3 weeks on and off. Sometimes it&#039;s heavier than normal. I am asking to be changed to something else.""",4,"December 17, 2009",20,1,1,0
"taking reclipsen months just finished third package yaz one year lutera now reclipsen reclipsen hands favorite stopped taking yaz reading scary reviews online hearing negative reviews women know side effects experienced noticable experienced lot spotting periods forgot take pill exact time every day period started right awaysometimes just hours later lutera made fairlyclear skin break made extremely moody often depressed",37907,"Reclipsen","Birth Control","""I have been taking reclipsen for 3 months (just finished my third package). I was on Yaz for one year, then Lutera, and now am on Reclipsen. Out of the 3, Reclipsen is hands down my favorite. I stopped taking Yaz after reading scary reviews online, and hearing negative reviews from other women I know. The side effects I experienced were noticable. I experienced a lot of spotting between periods, and if I forgot to take the pill at the exact same time every day, my period started right away--sometimes just hours later! Lutera made my fairly-clear skin break out, and made me EXTREMELY moody and often depressed. 

The main side effect I have noticed with Reclipsen is breast growth. At least a cup size this last month! (no complaints).""",8,"November 4, 2013",6,-3,2,5
"taking syronx calm cramping bleeding period pleased take pill around every night since taking woken night nausea dizziness bloating pleased",43094,"Sronyx","Birth Control","""I have been taking Syronx to calm my cramping and bleeding on my period and I have not been pleased. I take my pill around 8:30 every night and since I have been taking it I have woken up each night with nausea, dizziness, and bloating. I am not too pleased.""",2,"November 16, 2015",3,1,3,2
"taking triprevifem months now complaints whatsoever second month taking triprevifem period definitely done regulates monthly now havent felt edge lost weight well going cup size breasts great pill know tablet can vary side effects depending body can handle fyi definitely research well talking primary doctor",124856,"Tri-Previfem","Birth Control","""I have been taking TriPrevifem for about 7 months now and no complaints whatsoever. After the second month of taking Tri-Previfem my period has definitely done a 360* and regulates monthly now. I haven&#039;t felt on edge and I have lost weight as well as going down a cup size on my breasts. It&#039;s a great pill, but know the tablet can vary in side effects depending what your body can handle. FYI: definitely research on your own as well as talking with your primary doctor!""",9,"August 7, 2014",18,1,3,2
"taking yaz past two years doctor decided put gianvi taking past two months far everything fine except fact now horrible acne never really acne problems taking gianvi decided wait next month see will change will stop using try something else will write back end month update",111952,"Gianvi","Birth Control","""I had been taking YAZ for the past two years and my doctor decided to put me on Gianvi. I have been taking it for the past two months and so far everything is fine except the fact that I now have horrible acne. I never really had acne problems before taking Gianvi. I decided to wait out this next month to see if there will be any change, if not then I will stop using it and try something else. I will write back at the end of the month for an update.""",4,"December 2, 2010",9,-1,1,2
"taking yaz whatever reason company added something change beyaz yaz seriously saint amazing periods hormonal great skin works ive beyaz month now cried much since broke love life year ago zero control emotions feel",6830,"Beyaz","Birth Control","""I was taking Yaz, but then for whatever reason the company added something to change it to Beyaz.  Yaz was seriously a saint for me.  Amazing periods, not hormonal at all, great skin, the works!  I&#039;ve been on Beyaz for over a month now, and I have not cried this much since I broke up with the love of my life over a year ago, and I have zero control of my emotions and how I feel. """,7,"February 11, 2011",50,4,5,1
"taking yaz worked great lost weight skin hair healthier now switched beyaz first day noticed craving hungry late night week like side effects",6817,"Beyaz","Birth Control","""I was taking Yaz .. it worked great, I lost weight, my skin and hair is healthier. Now I have been switched to Beyaz and the first day I noticed I was craving and hungry late at night. It&#039;s only been a week and I do not like the side effects. """,3,"May 30, 2011",1,2,3,1
"terrible pill never ever felt way pill took pill months first month okay symptoms however towards end month every day either headache anxiety angry miserably depressed couldnt stand person next person made noise laughed hard mean frustrated towards everything boyfriend said next day feel bad apologize pill made feel like crazy person driving insane one minute laughing crying recommened pill girls pill terrible",5318,"Cryselle","Birth Control","""This is such a terrible pill, I have never ever felt the way I did while I was on this pill. I took the pill for 4 months. The first month was okay I had no symptoms at all. However towards the end of the month every day I either had a headache, had anxiety was very angry or miserably depressed. I couldn&#039;t stand the person next to me, any person who made a noise or laughed too hard. I was very mean and so frustrated towards everything my boyfriend did and said and the next day I would feel bad and apologize. this pill made me feel like a crazy person and was driving me insane. One minute I was laughing the other I was crying. I do not recommened this pill to any girls out there this pill is terrible!!""",3,"December 9, 2015",5,-13,1,14
"terrified starting birth control due horror stories heard women past small person due irregular periods suffer premenstrual syndrome weeks end period actually start times take progestin supplement actually get period started happening often started really affecting life spoke doctor put cryselle changed life months side effects weight gain period regularshort every month given positive change needed badly",5392,"Cryselle","Birth Control","""I was terrified of starting birth control due to the horror stories I had heard from other women in the past. I am a small person, and due to this, I had very irregular periods. I would suffer from premenstrual syndrome for weeks on end before my period would actually start. Most times, I would have to take a Progestin supplement to actually get my period. This started happening more and more often and started really affecting my life. I spoke to my doctor and she put me on Cryselle. This has changed my life. It&#039;s been 3 and 1/2 months and I have had no side effects, no weight gain and my period is regular/short every month. It&#039;s given me the positive change I needed so badly!""",9,"July 5, 2013",25,-2,2,4
"took almost months finally started work periods heavy go thru tampax ultra less hour stay home periods get several times night bleed months days even beyaz last two months bleed less three days can use lite tampax took happy stuck weight gain either",6681,"Beyaz","Birth Control","""It took almost 8 months but it finally started to work.  My periods were so heavy I would go thru a tampax ultra in less than an hour and have to stay home during my periods. I would have to get up several times during the night. I would bleed some months for 30  days even on the Beyaz.  My last two months I have bleed less than three days and can use a lite tampax it took a while but I am so happy I stuck with it.  No weight gain either!!!!""",9,"November 13, 2013",12,0,3,3
"took birth control months moody cry everything happens get headaches easily started take pills everytime sex wasnt good used now ive month now moody one side effect quitting birth control havent got period nervous well",43186,"Sronyx","Birth Control","""I took this birth control about 6 months and I am very moody and I cry over everything that happens to me. I get headaches very easily after I started to take this pills. Everytime I had sex, it wasn&#039;t as good as it used to be, and now I&#039;ve been off for over a month now, and I am not moody, but I have one of the side effect of quitting birth control which is I haven&#039;t got period. I am very nervous about this as well.""",4,"January 22, 2012",3,-3,2,5
"took birth control months worked well birth control weight stable acne mood swings however extreme amount vaginal discharge month long period much switching another birth control",124908,"Tri-Previfem","Birth Control","""I took this birth control for 2 months. Worked well for birth control. Weight was stable. No acne or mood swings. I did however have an extreme amount of vaginal discharge all month long when my period was not on. So much so, I am switching to another birth control.""",7,"March 6, 2015",7,3,3,0
"took medication two weeks stop right away noticed moodiness depression worse anything ive ever taken heavy amp long period cramps nausea period stopped days later started bleeding heavily",131495,"Generess Fe","Birth Control","""I only took this medication for two weeks and had to stop. Right away I noticed moodiness and depression worse than anything I&#039;ve ever taken. Had a very heavy &amp; long period with cramps and nausea. After period stopped- 3 days later started bleeding heavily again. """,1,"June 28, 2012",29,-2,1,3
"took medication years found little trouble occasionally longer periods often wouldnt one average id say period every months every th period lasted week took alternative birth controls giving migraines one gave slight headache around last couple days inactive pills first couple days starting new month nothing terrible",43140,"Sronyx","Birth Control","""I took this medication for 2 years and found little trouble with it. Occasionally I would have longer periods, but more often than not I wouldn&#039;t have one at all. On average, I&#039;d say I had a period every 2 months and every 4th period lasted for a week. I took this as an alternative to most birth controls, which were giving me migraines. This one only gave me a slight headache around the last couple days of the inactive pills and the first couple of days starting a new month, but nothing too terrible.""",9,"October 22, 2014",5,-4,0,4
"took reclipsen years wonderful now havent taking acne weight gain just refilled prescription week cycle weeks active pills period week repeat wonder wonderful also decrease sex drive way maybe even boosted works amazingly pregnancies much better periods mine days long heavy first days often fall back standing week long manageable",37756,"Reclipsen","Birth Control","""I took reclipsen for 2.5 years. It was wonderful! Only now that I haven&#039;t been taking it have I had acne and weight gain. I just refilled my prescription for it! I do a 9 week cycle. 9 weeks of active pills then a period week and repeat. Wonder wonderful. Also, it did not decrease my sex drive in any way. Maybe it even boosted it? Works amazingly. No pregnancies and much better periods. Mine were 13-16 days long and so heavy that in the first few days I would often fall back down after standing. With it they were about a week long and manageable.""",10,"February 19, 2015",3,7,8,1
"use birth control helped lot acne oily face",124872,"Tri-Previfem","Birth Control","""I use it as a birth control, but it has helped a lot with my acne. No more oily face.

Also how effective is this in regards to birth control?
So far.. no problems, no weight gain. It was difficult getting this approved by my insurance BCBS.""",10,"December 5, 2013",22,1,1,0
"used ocella years major problems felt breast tenderness close period always sometimes mild nausea first days pill first active week happy effectiveness irregular heavy periods last days medicine given light regular periods normally lasting days havent experienced emotional side effects severe physical effects",6406,"Ocella","Birth Control","""I have used Ocella for years and have not had any major problems. The most I have felt is some breast tenderness close to my period which I have always had and sometimes some mild nausea my first 2 days or so on the pill during the first active week. I am happy with the effectiveness. I had irregular and very heavy periods that would last 11 days. This medicine has given me light and regular periods normally lasting 5 days. I haven&#039;t experienced any emotional side effects or severe physical effects.""",9,"July 30, 2012",8,-2,2,4
"various birth control pills last one loestrin moody lb weight gain acne never breakout ive generess months great actually lost weight skin back clear mood swings mild besides mild break spotting times pleased results birth control",131487,"Generess Fe","Birth Control","""Was on various birth control pills, last one being Loestrin. Very moody, 15 lb. weight gain, acne (I NEVER breakout). I&#039;ve been on Generess for about 4 months and it has been great. I actually LOST weight, my skin is back to being clear and my mood swings are very mild. Besides mild break through spotting at times, I have been very pleased with the results of this birth control.""",9,"December 24, 2012",27,1,4,3
"wanted low dose oral bc year amp half rxd sronyx pp wanted low dose ive dealt depression pill made absolutely crazy felt ok first week ive never irritable moody amp depressed ive anxiety amp literally feel like another person cant wait clear system",43102,"Sronyx","Birth Control","""Wanted a low dose oral BC after being off for about a year &amp; a half. Was rx&#039;d Sronyx from PP. I wanted low dose because I&#039;ve dealt with depression before. This pill made me absolutely crazy. I felt ok the first week but I&#039;ve never been more irritable, moody &amp; depressed. I&#039;ve had anxiety &amp; literally feel like another person. Can&#039;t wait for this to clear my system""",3,"July 22, 2015",6,-4,2,6
"wasnt bad birth control mood swing anxiety months started really hard time breathing chest pain swelling arms legs checked side effects severe ones took week ago feel much better im less anxious moody pain swelling",6408,"Ocella","Birth Control","""It wasn&#039;t a bad birth control other than the mood swing and anxiety. 6 months into it I started to have a really hard time breathing and chest pain and swelling of arms and legs. I checked out side effects and these are some of the more severe ones. I took myself off of it a week ago, and I feel so much better, I&#039;m less anxious and moody and the pain and swelling.""",3,"April 24, 2012",6,-9,1,10
"week half first pack can already feel emotions getting control never cried public today something normally made angry actually made burst tears embarrassing feel like still pms even though quotflowquot besides hormonal imbalance love worry period extremely abnormal rather carrying around spare panties carry little pill container",43666,"LoSeasonique","Birth Control","""I am only about a week and a half into my first pack and can already feel my emotions getting out of control. I have never cried in public but today something that would have normally made me angry actually made me burst into tears. How embarrassing. I feel like I still have PMS even though there is no &quot;flow&quot;. Besides the hormonal imbalance, I love not having to worry about my period, which was extremely abnormal; rather than carrying around spare panties, I carry my little pill container.  

""",6,"March 23, 2011",0,-3,2,5
"weight gain",131465,"Generess Fe","Birth Control","""Weight gain.""",3,"May 28, 2013",5,1,1,0
"well see lot people saying get nauseous first days starting birth control thats normal every time start pack miss hours im awful nauseous ive got pregnant thats good ever since started pill ive ovary vagina pains im sure ovarian cyst something different just happened related pill ive got bad anxiety now amp cry lot never like now isnt bad pill though works differently everyone plus sides used cramps like cry hurt bad now none period lighter",124819,"Tri-Previfem","Birth Control","""Well, I see a lot of people saying they get nauseous in the first few days of starting birth control. That&#039;s normal. But every time I start a pack or miss by a few hours I&#039;m awful nauseous. I&#039;ve not got pregnant. So that&#039;s good. Ever since I started this pill I&#039;ve had ovary/ vagina pains. But I&#039;m not sure if it is a ovarian cyst or it&#039;s something different or if it just happened not related to the pill. I&#039;ve got bad anxiety now &amp; cry a lot. I was never like this before. But now I am. This isn&#039;t a bad pill though. Works differently for everyone. Plus sides is I used to have cramps to where I would like cry. It would hurt so bad. Now I have about none. And period is lighter.""",5,"January 3, 2016",8,-4,6,10
"went beyaz months ago just finished third pack noticing always tired nauseous bloated stomach pains eating time thought early stages pregnancy symptoms started taking pill horrible period cramps make sick incapable anything helped started getting really depressed nowhere feeling sad reason trapped body led anxiety attacks anxiety next time will terrible feeling able sleep done pill thanks everyone sharing feel comforted know wasnt going crazy",6788,"Beyaz","Birth Control","""I went on Beyaz 3 months ago and just finished the third pack. I was noticing that I was always tired, nauseous,  bloated, stomach pains, and eating all the time. I too thought I was in the early stages of pregnancy because of these symptoms. I started taking the pill because of horrible period cramps that would make me so sick and incapable of doing anything, it helped. Then I started getting really depressed out of nowhere, feeling sad for no reason, trapped in my own body and then that led to anxiety attacks and anxiety about when is the next time I will have this terrible feeling again. Because of that and not being able to sleep I am done with this pill! Thanks to everyone for sharing, I feel comforted to know I wasn&#039;t going crazy.""",1,"December 6, 2011",32,-13,2,15
"went medication now diagnosed stage endometriosis now take continuous birth control pills never going active ones insurance covers get packets month active pills usually spotting twice year due missing pill taking hours late",6462,"Ocella","Birth Control","""I went on this medication when I was 19 and I am 24 now. When I was 19 I was diagnosed with stage 3 endometriosis. I now take continuous birth control pills (never going off the active ones). My insurance covers me to get 2 packets a month. Being on only active pills, I usually have spotting once or twice a year due to missing a pill or taking it more than 12 hours late. 

Side effects: Big breasts and weight gain. I used to be a size B, now I&#039;m a D/DD awesome! I have put on 20 pounds over the years but that could be caused by my diet/age.""",9,"July 28, 2014",2,0,0,0
"went yaz beyaz worst decision ever yaz amazing receiving free couldnt offer free anymore put beyaz period longer cramps bad emotional crazy never emotional yaz birth control worst part acne giant pimples everywhere feel like ladies keep mind everyone will experience reacts specific body",6763,"Beyaz","Birth Control","""I went from Yaz to Beyaz. Worst decision ever. Yaz was amazing, but I was receiving it for free. They couldn&#039;t offer it for free anymore so they put me on Beyaz. My period is longer, my cramps are bad and I am emotional - which is crazy because I was never emotional when I was on Yaz or no birth control! The worst part is the acne. GIANT pimples everywhere. I am 27 and feel like I am 13! Ladies, keep in mind everyone will have their own experience, as it&#039;s how it reacts with your specific body.""",5,"June 20, 2012",11,0,4,4
"will say beyaz served course ive little year can offer pros pros stopped period prevented pregnancy cons mood swings terrible always irritated every little thing bothers rude husband mention cry drop dime beyaz count one hand number times cried last years also weight gain doctor put beyaz supposed help lose weight instead gained everywhere amp although constantly work cant lose weight never acne cant really speak will say quite breakouts beyaz",6743,"Beyaz","Birth Control","""So I will say that Beyaz has served its course. I&#039;ve been on it for a little over a year and can only offer 2 pros. Pros: it stopped my period, it prevented pregnancy. Cons: the mood swings are terrible, I am always irritated, every little thing bothers me, I am so rude to my husband. Not to mention, I cry at the drop of a dime. Before Beyaz, I could count on one hand the number of times I had cried in the last 5 years. Also, the weight gain. My doctor put me on Beyaz because it was supposed to help me lose weight. Instead, I have gained everywhere &amp; although I constantly work out, I can&#039;t lose the weight. I have never had acne, so I can&#039;t really speak on that, but I will say that I have had quite a few breakouts while being on Beyaz.""",3,"April 25, 2016",3,-3,5,8
"within past year ive swapped birth control times must say years used sronyx complaints gain weight minimal periods came like clockwork point almost gauge hour start changed ambitious hopes deal something everyday worst mistake ever",43134,"Sronyx","Birth Control","""Within the past year I&#039;ve swapped birth control 3 times. All in all, I must say the 2 years that I used Sronyx, I had 0 complaints! If I did gain weight, it was minimal, my periods came like clockwork.. to the point I could almost gauge the hour it would start. I changed from it being ambitious in the hopes of not having to deal with something everyday. Worst mistake ever.""",10,"February 24, 2015",5,0,3,3
"working wonderful past years",37856,"Reclipsen","Birth Control","""It&#039;s been working wonderful for me the past 2 years.""",10,"May 6, 2013",3,1,1,0
"works fabulous years always get period day never nausea get emotional day period starts whatever boobs got huge nice pregnancy scares eitherat works fabulous highly recommend havent issues like people say",124716,"Tri-Previfem","Birth Control","""Works fabulous. Been on it for 7 years, always get my period on the same day. Never any nausea. I get emotional the day before my period starts but its whatever, my boobs got huge which was nice. no pregnancy scares either..at all. works fabulous. highly recommend... I haven&#039;t had any issues like other people say.""",9,"December 30, 2016",5,6,7,1
"worst generic pill ever taken cycle extremely heavy gained five pounds three days pill depressing happy pill month half switching back older pill took",5333,"Cryselle","Birth Control","""This is the worst generic pill I have ever taken. My cycle was extremely heavy, I have gained five pounds in three days while on this pill which is very depressing. I have not been very happy on the pill during the month and a half I have been on it. I am switching back to an older pill I took.""",1,"August 16, 2015",0,0,2,2
"yaz close year using bayer card program get refills intro beyaz market bayer longer offers discounted price yaz obgyn switched continue use savings card since beyaz exact yaz just folate expected feel different wrong moody beyaz fine one day insane next crying reason terrible day headaches breaking never like yaz luckily pharmacy kept prescriptions active can switch back yaz just buy generic miss paying will pay sane",6814,"Beyaz","Birth Control","""I had been on Yaz for close to a year and was using the Bayer card program to get my refills for $25. With the intro of Beyaz into the market, Bayer no longer offers the discounted price for Yaz, so my OBGYN switched me over so I could continue to use my savings card. Since Beyaz is the EXACT same as Yaz, just with folate, I expected to feel no different. SO WRONG! I am SO moody on Beyaz, fine one day and insane the next, crying for no reason, terrible all day headaches, and breaking out. I was NEVER like that on Yaz! Luckily my pharmacy has kept both prescriptions active so I can switch back to Yaz and just buy the generic. I miss paying $25 but I will pay $59 to be sane.""",5,"June 27, 2011",17,-3,4,7
"yaz phaamacy switched gianvi months ago awful anxiety depression almost everything also lot changes appetite ended losing pounds anxiety wait switch different birth control",111986,"Gianvi","Birth Control","""I was on Yaz when my phaamacy switched me over to Gianvi about 4 months ago.  I have AWFUL anxiety and depression about almost everything.  I have also had a lot of changes to my appetite but have ended up losing 15 pounds because of my anxiety.  I cannot wait to switch to a different birth control.""",4,"September 27, 2010",3,-5,0,5
"yaz years ago couldnt afford anymore absolutely loved face clear period light worked magic absolutely unbearable cramps ive beyaz month now really seeing things saw yaz just yet really nauseous first two weeks face still breaking pill cramps arent bad disappeared sex drive decreased im hoping just first month things get better line",6825,"Beyaz","Birth Control","""I was on Yaz a few years ago until I couldn&#039;t afford it anymore. I absolutely loved it. My face was clear, my period was light and it worked magic on my ABSOLUTELY UNBEARABLE cramps. I&#039;ve been on Beyaz for a month now and I am not really seeing the same things I saw with Yaz just yet. I was really nauseous for the first two weeks, my face is still breaking out (not because of the pill), cramps aren&#039;t bad but have not disappeared and my sex drive has decreased. I&#039;m hoping this is just for the first month and things get better down the line.""",7,"March 19, 2011",12,3,6,3
"year ive gained weight get extremely emotional start bc help regulate periods know will start however bleeding heavy spot three weeks get maybe week spottingbleeding killer sex life contacted obgyn help find bc periods see helps",37831,"Reclipsen","Birth Control","""Been on this for over a year. I&#039;ve gained weight get extremely emotional before I start. I am on bc to help regulate my periods. I know when I will start however bleeding is heavy and I spot for three weeks and I get maybe a week off from spotting/bleeding. This is a killer to my sex life! I have contacted my OBGYN to help find me a bc that is no periods to see if that helps!""",2,"August 9, 2016",1,-1,1,2
